logFC,logCPM,PValue,FDR,,
BJP76_RS03090,1.640914036,5.206942094,2.68E-06,1.18E-05,
BJP76_RS10870,1.638036152,5.385941051,3.07E-11,3.30E-10,
BJP76_RS24090,1.637392976,7.778050637,1.13E-08,7.80E-08,
BJP76_RS03100,1.633851435,6.198676114,1.63E-05,6.18E-05,
BJP76_RS21095,1.633634961,5.545308544,2.82E-07,1.49E-06,
BJP76_RS01755,1.632177697,8.393549202,3.20E-11,3.44E-10,
BJP76_RS22305,1.63111949,8.048940146,1.33E-16,3.33E-15,
BJP76_RS23395,1.630860396,8.365165981,0.000113727,0.000356368,
BJP76_RS12020,1.630376963,7.43777209,9.64E-10,8.00E-09,
BJP76_RS08935,1.629866001,5.211426873,1.81E-06,8.21E-06,
BJP76_RS16225,1.628535749,7.501092042,3.09E-09,2.35E-08,
BJP76_RS10900,1.625125594,5.924739562,8.47E-05,0.000274492,
BJP76_RS19090,1.621552657,8.45608784,0.000476909,0.001294641,
BJP76_RS09910,1.617933998,7.915102283,6.30E-09,4.59E-08,
BJP76_RS01750,1.616176442,7.758373977,4.69E-13,6.55E-12,
BJP76_RS21730,1.613239127,6.864338465,1.07E-17,3.28E-16,
BJP76_RS06820,1.612897704,10.82910778,2.47E-09,1.92E-08,
BJP76_RS14240,1.612822391,8.82577178,0.010364741,0.02036322,
BJP76_RS06915,1.61077046,7.077673108,7.39E-07,3.60E-06,
BJP76_RS19060,1.609587131,6.078421041,6.66E-14,1.11E-12,
BJP76_RS13230,1.606302356,9.289401914,3.40E-05,0.000119161,
BJP76_RS11825,1.606222791,5.300969771,0.03987845,0.067265424,
BJP76_RS15500,1.605632221,8.097352736,5.46E-05,0.000183151,
BJP76_RS03960,1.60352966,5.377689262,1.98E-07,1.07E-06,
BJP76_RS09835,1.60185965,8.476921093,3.51E-09,2.64E-08,
BJP76_RS02540,1.598992131,6.901419759,5.89E-06,2.43E-05,
BJP76_RS09350,1.593791571,4.276798749,1.05E-09,8.65E-09,
BJP76_RS18335,1.58893063,6.612077173,9.84E-08,5.62E-07,
BJP76_RS09750,1.587393813,9.860901745,4.54E-08,2.77E-07,
BJP76_RS08485,1.585001454,8.185041534,4.75E-10,4.14E-09,
BJP76_RS11435,1.584005765,11.41910711,0.000474951,0.001290142,
BJP76_RS00465,1.583405316,7.260106814,0.000255178,0.000740121,
BJP76_RS08240,1.579789112,6.460888103,8.60E-06,3.46E-05,
BJP76_RS16950,1.57739876,8.069899718,1.18E-12,1.55E-11,
BJP76_RS21670,1.574388581,7.076526199,7.88E-11,7.96E-10,
BJP76_RS13320,1.573395427,7.582557536,2.33E-08,1.53E-07,
BJP76_RS05125,1.571196671,8.231054791,0.000938444,0.002404236,
BJP76_RS18940,1.571091719,10.10969739,2.60E-12,3.26E-11,
BJP76_RS21570,1.564385676,5.25493791,2.64E-10,2.42E-09,
BJP76_RS06215,1.563244908,7.95282626,2.09E-09,1.65E-08,
BJP76_RS05400,1.56226788,6.566374655,3.46E-07,1.79E-06,
BJP76_RS18115,1.560611645,6.401126375,0.010103165,0.019922456,
BJP76_RS07110,1.554599758,5.208628031,4.41E-05,0.000151137,
BJP76_RS04295,1.554530377,7.304214922,2.81E-08,1.81E-07,
BJP76_RS07080,1.55188461,7.840633387,0.005207802,0.011036931,
BJP76_RS06960,1.551513915,6.513003532,1.59E-13,2.46E-12,
BJP76_RS04625,1.551388637,8.368718905,1.25E-10,1.21E-09,
BJP76_RS00500,1.549793973,4.823534469,0.000183499,0.000548193,
BJP76_RS05565,1.548281203,6.194539242,2.09E-13,3.15E-12,
BJP76_RS10130,1.538024399,7.986518269,7.96E-15,1.53E-13,
BJP76_RS00025,1.528764774,9.793564575,6.54E-12,7.62E-11,
BJP76_RS17215,1.525579643,3.691420184,2.94E-08,1.87E-07,
BJP76_RS16945,1.522852512,4.934206896,1.31E-07,7.27E-07,
BJP76_RS09355,1.519188529,5.964290721,6.62E-08,3.93E-07,
BJP76_RS22850,1.516406374,8.097019625,3.34E-06,1.45E-05,
BJP76_RS21910,1.516168909,6.467648523,1.89E-10,1.76E-09,
BJP76_RS01645,1.515089986,5.846510873,1.15E-09,9.41E-09,
BJP76_RS06830,1.515085548,6.792142012,1.27E-13,1.97E-12,
BJP76_RS23630,1.513380441,2.838468717,4.20E-08,2.58E-07,
BJP76_RS17895,1.507788488,9.251228339,1.13E-05,4.43E-05,
BJP76_RS14555,1.507414051,6.341161024,2.42E-08,1.58E-07,
BJP76_RS22725,1.505467801,8.743112659,5.16E-13,7.15E-12,
BJP76_RS11440,1.504062595,10.77759971,0.000606733,0.00161431,
BJP76_RS15515,1.501673378,9.967688494,2.35E-07,1.25E-06,
BJP76_RS18915,1.501212094,4.015452139,6.08E-09,4.44E-08,
BJP76_RS09480,1.500857051,7.816061768,5.69E-12,6.71E-11,
BJP76_RS07085,1.498165065,4.417656802,2.02E-05,7.47E-05,
BJP76_RS05875,1.495864581,5.638395343,3.46E-09,2.61E-08,
BJP76_RS03940,1.49552457,4.696311226,1.50E-08,1.01E-07,
BJP76_RS19655,1.494991799,7.482092892,1.13E-16,2.87E-15,
BJP76_RS15820,1.494454166,8.961294396,1.41E-07,7.77E-07,
BJP76_RS02775,1.492924639,7.559557217,2.83E-05,0.000101588,
BJP76_RS15955,1.492582149,8.872622052,1.04E-08,7.23E-08,
BJP76_RS10910,1.491308536,7.527449551,0.011565248,0.022515155,
BJP76_RS14330,1.490965506,6.641126329,3.08E-10,2.78E-09,
BJP76_RS19445,1.489124002,7.068534534,6.98E-14,1.15E-12,
BJP76_RS21110,1.484552382,8.030267115,1.49E-09,1.19E-08,
BJP76_RS11105,1.483036522,7.440825143,0.003179195,0.007121995,
BJP76_RS16785,1.479767727,3.354098702,0.004792579,0.010268784,
BJP76_RS19085,1.47768919,8.982835083,2.12E-05,7.80E-05,
BJP76_RS06885,1.477176872,6.483303364,1.55E-07,8.49E-07,
BJP76_RS13930,1.473559046,9.985237748,0.001078941,0.002718627,
BJP76_RS05660,1.470579215,5.800088825,2.92E-12,3.62E-11,
BJP76_RS22395,1.467884017,10.63225839,0.001602041,0.003827198,
BJP76_RS02415,1.467861357,12.44090644,2.31E-07,1.24E-06,
BJP76_RS03895,1.467839285,4.909708843,1.72E-07,9.38E-07,
BJP76_RS14855,1.460321826,8.356897043,4.12E-05,0.000141584,
BJP76_RS06295,1.459562178,7.815364292,2.83E-08,1.81E-07,
BJP76_RS02860,1.457987996,3.007078489,0.001620029,0.003868011,
BJP76_RS11200,1.456411402,6.778552369,1.48E-05,5.66E-05,
BJP76_RS11900,1.455011942,7.068152346,4.12E-12,4.99E-11,
BJP76_RS03935,1.450276877,6.072298367,0.000156923,0.000477122,
BJP76_RS00130,1.449765259,2.473569283,9.97E-05,0.000316924,
BJP76_RS13100,1.445476713,7.702293295,1.18E-13,1.84E-12,
BJP76_RS04630,1.441094315,6.492586448,2.72E-13,3.96E-12,
BJP76_RS13775,1.440941314,9.741447785,1.96E-06,8.82E-06,
BJP76_RS21555,1.440670853,5.603982576,8.27E-14,1.35E-12,
BJP76_RS02545,1.439247879,5.058960299,0.001555651,0.003739326,
BJP76_RS13165,1.438101444,5.034196247,3.57E-08,2.23E-07,
BJP76_RS09250,1.43672519,6.292032916,0.001375005,0.003352163,
BJP76_RS01205,1.436294033,7.867849361,1.34E-10,1.29E-09,
BJP76_RS19980,1.434733451,8.036981982,0.001381568,0.00336433,
BJP76_RS03320,1.434573479,9.155864792,2.96E-07,1.55E-06,
BJP76_RS00400,1.419411168,5.499289507,0.000204045,0.000603674,
BJP76_RS04795,1.419191465,8.583210295,6.41E-10,5.49E-09,
BJP76_RS10325,1.417213493,6.231624169,2.29E-05,8.36E-05,
BJP76_RS03220,1.413610191,6.719424415,1.74E-12,2.22E-11,
BJP76_RS03125,1.412440148,3.677394573,6.22E-05,0.000206056,
BJP76_RS21380,1.412366821,7.977512586,9.02E-08,5.19E-07,
BJP76_RS05295,1.4122344,3.925124884,0.00014616,0.000447577,
BJP76_RS15365,1.410571023,8.34168738,0.000111902,0.000351212,
BJP76_RS06825,1.410061701,8.712601448,9.61E-06,3.84E-05,
BJP76_RS06725,1.408188082,1.202124832,0.006778401,0.013944419,
BJP76_RS21530,1.407361181,5.471888619,1.37E-07,7.55E-07,
BJP76_RS19665,1.406535537,9.596631944,1.01E-07,5.73E-07,
BJP76_RS13500,1.402499473,3.346203905,9.42E-09,6.58E-08,
BJP76_RS20905,1.401622011,6.495183097,2.51E-06,1.11E-05,
BJP76_RS12365,1.400071508,6.427604473,2.86E-08,1.82E-07,
BJP76_RS21675,1.393345392,5.787443632,1.55E-11,1.74E-10,
BJP76_RS20500,1.393018253,5.412032859,6.67E-07,3.26E-06,
BJP76_RS13795,1.392493077,6.618335347,1.21E-09,9.84E-09,
BJP76_RS21760,1.389062995,5.755052185,2.04E-09,1.61E-08,
BJP76_RS07840,1.388783854,11.64138599,1.47E-08,9.95E-08,
BJP76_RS21525,1.386835912,8.757093696,9.73E-10,8.05E-09,
BJP76_RS07355,1.386547355,6.184843885,1.02E-06,4.84E-06,
BJP76_RS09510,1.384201555,7.112724564,0.019406448,0.035732905,
BJP76_RS00505,1.38249691,4.598452099,0.010070732,0.019876812,
BJP76_RS23550,1.38247783,7.63559659,0.024927869,0.044576527,
BJP76_RS06610,1.380571836,6.082482807,2.54E-09,1.97E-08,
BJP76_RS22300,1.376306195,8.232557926,0.001389759,0.003380431,
BJP76_RS06355,1.375496926,10.22198562,2.99E-10,2.71E-09,
BJP76_RS10275,1.37308405,7.742570777,3.26E-05,0.000114935,
BJP76_RS07405,1.365649567,5.118286995,0.001715225,0.004074848,
BJP76_RS21015,1.358136914,8.748893261,1.19E-08,8.21E-08,
BJP76_RS21460,1.358074348,3.777798386,1.27E-05,4.93E-05,
BJP76_RS15345,1.356969127,9.96918435,1.98E-06,8.92E-06,
BJP76_RS03120,1.352211255,4.529221335,8.13E-06,3.29E-05,
BJP76_RS08975,1.350679481,5.227109979,0.000173219,0.000519949,
BJP76_RS21665,1.350279883,9.439485496,1.68E-10,1.58E-09,
BJP76_RS22090,1.346766233,9.44189284,1.18E-05,4.58E-05,
BJP76_RS19555,1.344192988,5.91902813,0.000219335,0.000643575,
BJP76_RS16255,1.343913579,7.255654801,1.44E-10,1.38E-09,
BJP76_RS05515,1.342313897,9.388542484,0.00889564,0.017762237,
BJP76_RS22070,1.341367169,8.167990113,0.001411936,0.003425051,
BJP76_RS07305,1.340593558,5.519689362,0.010682246,0.02092938,
BJP76_RS09560,1.339094399,9.576486947,0.000161268,0.000488943,
BJP76_RS06675,1.338736974,5.654779925,2.77E-09,2.12E-08,
BJP76_RS00950,1.335652029,2.894186011,6.50E-07,3.18E-06,
BJP76_RS13805,1.333850805,4.258565907,5.41E-08,3.26E-07,
BJP76_RS15825,1.33202538,8.643452642,7.18E-08,4.25E-07,
BJP76_RS16940,1.331125628,5.32788165,0.000321007,0.000909243,
BJP76_RS14620,1.327282355,7.077621886,4.66E-10,4.07E-09,
BJP76_RS09985,1.321842089,7.120015569,4.86E-10,4.23E-09,
BJP76_RS09545,1.320905026,5.432688841,3.43E-06,1.48E-05,
BJP76_RS08230,1.319229902,6.398068485,1.40E-05,5.41E-05,
BJP76_RS01535,1.317764945,5.244334666,2.20E-10,2.04E-09,
BJP76_RS24140,1.316143187,8.369103326,0.00010292,0.000325888,
BJP76_RS22215,1.315082746,1.429561393,0.000170878,0.000514798,
BJP76_RS07410,1.313428296,7.218105646,0.012212552,0.02358229,
BJP76_RS22550,1.309818542,7.795312947,0.000387467,0.001075014,
BJP76_RS15395,1.309767844,7.645766469,2.04E-06,9.15E-06,
BJP76_RS10145,1.308881631,8.161599623,9.45E-11,9.38E-10,
BJP76_RS12015,1.308227226,8.082165228,0.000323209,0.000914514,
BJP76_RS20175,1.308055646,6.525413122,3.63E-14,6.28E-13,
BJP76_RS09645,1.30588989,6.888708705,7.76E-06,3.15E-05,
BJP76_RS07395,1.304241168,5.505662482,0.006455671,0.013361276,
BJP76_RS15490,1.303089556,6.939589462,1.10E-07,6.19E-07,
BJP76_RS21365,1.300593356,9.557657058,1.99E-05,7.34E-05,
BJP76_RS08990,1.300426192,7.141324798,6.49E-05,0.000213964,
BJP76_RS23555,1.300299308,6.798108037,0.032749844,0.056670202,
BJP76_RS06300,1.298586872,7.341805281,9.33E-08,5.35E-07,
BJP76_RS13200,1.297235496,7.343976134,2.99E-08,1.89E-07,
BJP76_RS00460,1.294075988,7.904831853,0.000718332,0.001885456,
BJP76_RS08560,1.284786715,6.729475692,9.78E-11,9.69E-10,
BJP76_RS16525,1.284017135,5.142973383,3.82E-07,1.96E-06,
BJP76_RS21755,1.283480395,7.515733162,7.03E-10,5.97E-09,
BJP76_RS20455,1.282752391,7.562064709,2.16E-08,1.42E-07,
BJP76_RS13170,1.281891079,8.838901363,4.74E-11,4.96E-10,
BJP76_RS21400,1.281348459,7.407571755,9.35E-09,6.58E-08,
BJP76_RS10415,1.279911884,5.934250953,6.98E-11,7.12E-10,
BJP76_RS14775,1.273016164,8.793131467,9.99E-12,1.15E-10,
BJP76_RS19660,1.267603164,9.256919078,2.90E-14,5.05E-13,
BJP76_RS07940,1.267068563,3.125921171,0.000295405,0.000844776,
BJP76_RS21020,1.265384503,7.274579083,5.66E-06,2.35E-05,
BJP76_RS20660,1.263977497,7.252813364,3.25E-07,1.69E-06,
BJP76_RS22450,1.253378285,5.233300684,4.02E-05,0.000138758,
BJP76_RS02720,1.25260949,7.152744934,0.011508477,0.022435242,
BJP76_RS10875,1.250533284,4.252574553,1.31E-08,8.99E-08,
BJP76_RS05525,1.249578885,9.542756177,5.91E-09,4.32E-08,
BJP76_RS14925,1.248476225,4.117666957,4.54E-09,3.36E-08,
BJP76_RS13350,1.246254374,6.35923277,0.005395384,0.011378146,
BJP76_RS02420,1.244954203,6.937793036,6.40E-09,4.65E-08,
BJP76_RS07925,1.243808255,4.905300381,1.74E-09,1.38E-08,
BJP76_RS21575,1.24366929,5.226638461,4.97E-06,2.08E-05,
BJP76_RS02695,1.240474019,6.804710143,1.83E-05,6.82E-05,
BJP76_RS16250,1.239041073,4.666480308,1.45E-06,6.70E-06,
BJP76_RS10125,1.239007173,9.607944014,1.50E-10,1.43E-09,
BJP76_RS10140,1.238894098,9.882952575,0.00018531,0.000552062,
BJP76_RS04375,1.236830183,7.277906405,0.001839553,0.004329371,
BJP76_RS20100,1.235094263,3.163692576,0.000194462,0.000577718,
BJP76_RS06565,1.23478045,5.589621634,3.04E-11,3.27E-10,
BJP76_RS22095,1.230740445,7.467462334,0.001046639,0.002648146,
BJP76_RS11445,1.230227554,8.862679985,0.001522438,0.00366773,
BJP76_RS08870,1.229758044,3.986379452,2.29E-07,1.22E-06,
BJP76_RS00410,1.229118261,9.297181974,0.025940084,0.046193635,
BJP76_RS09735,1.225546627,7.101112117,6.26E-09,4.56E-08,
BJP76_RS08495,1.214859848,6.029208745,0.001803717,0.004256732,
BJP76_RS18840,1.20991089,3.422808193,0.014617368,0.027787278,
BJP76_RS09570,1.209326835,9.386922916,0.000123537,0.000383232,
BJP76_RS16790,1.207981757,4.54499109,0.020605075,0.037728967,
BJP76_RS16645,1.207531215,7.087893011,1.57E-09,1.25E-08,
BJP76_RS19345,1.204506354,6.020553483,1.12E-07,6.30E-07,
BJP76_RS13000,1.201324179,6.263158049,2.52E-05,9.14E-05,
BJP76_RS12275,1.198684857,5.312904951,6.90E-05,0.000226197,
BJP76_RS04365,1.19500563,8.303020584,8.76E-09,6.23E-08,
BJP76_RS21740,1.194677801,7.489451951,9.39E-09,6.58E-08,
BJP76_RS14525,1.191725686,5.262299068,0.000929648,0.002384556,
BJP76_RS02485,1.191590679,11.5083815,2.18E-05,8.02E-05,
BJP76_RS19830,1.19076872,6.175388888,3.99E-10,3.55E-09,
BJP76_RS16235,1.190622921,4.629083079,1.09E-05,4.28E-05,
BJP76_RS20925,1.190488473,7.383413901,8.35E-08,4.86E-07,
BJP76_RS13820,1.188998341,5.959062692,9.23E-10,7.71E-09,
BJP76_RS00600,1.18721664,7.333803944,3.24E-05,0.000114268,
BJP76_RS15165,1.185499461,8.414738477,2.51E-05,9.12E-05,
BJP76_RS08865,1.184779793,5.234775229,7.42E-08,4.38E-07,
BJP76_RS04715,1.183603919,4.991087714,1.99E-07,1.07E-06,
BJP76_RS22295,1.180895951,6.060994935,4.18E-08,2.57E-07,
BJP76_RS14210,1.180066904,9.205706053,1.27E-08,8.78E-08,
BJP76_RS11520,1.179778924,8.2255053,2.84E-08,1.82E-07,
BJP76_RS22540,1.17827534,7.295178699,0.004390018,0.009506433,
BJP76_RS11465,1.177742308,6.979425773,0.000850721,0.00219659,
BJP76_RS21860,1.174747335,7.876361626,0.000229621,0.000671453,
BJP76_RS13505,1.173822023,3.353113192,0.002856757,0.006470782,
BJP76_RS03445,1.171013928,0.457146544,0.042121993,0.070439161,
BJP76_RS21105,1.169979244,6.504691933,1.67E-05,6.28E-05,
BJP76_RS20095,1.169957876,3.531616348,0.000487276,0.001321108,
BJP76_RS07320,1.169109472,5.48450321,0.001336687,0.003273659,
BJP76_RS21455,1.166478213,5.796434034,2.86E-07,1.51E-06,
BJP76_RS02590,1.161740383,7.042268725,0.000275756,0.000792822,
BJP76_RS08605,1.159762645,1.700860818,0.002863968,0.006480257,
BJP76_RS00405,1.159182209,5.980948447,0.000120672,0.000374993,
BJP76_RS02595,1.157998797,6.064395493,0.000757607,0.001977525,
BJP76_RS21750,1.155742804,8.186827962,3.42E-05,0.000119814,
BJP76_RS17005,1.153795574,6.335733663,0.002238647,0.005191576,
BJP76_RS10115,1.151098242,9.074735848,5.25E-11,5.45E-10,
BJP76_RS18415,1.150388393,8.41545694,3.23E-05,0.000114184,
BJP76_RS09165,1.147506523,7.307522574,3.77E-08,2.33E-07,
BJP76_RS05300,1.146849114,5.485580049,0.004272845,0.009280594,
BJP76_RS22780,1.145700719,7.387472133,0.006355228,0.013181555,
BJP76_RS12780,1.140500455,8.603817743,0.000813057,0.002112073,
BJP76_RS23350,1.139788705,3.368332904,0.001379746,0.003361807,
BJP76_RS15965,1.138215921,5.219093926,4.76E-09,3.50E-08,
BJP76_RS15310,1.138128445,3.057838821,0.003808785,0.008378935,
BJP76_RS10260,1.136219783,7.844673127,9.74E-06,3.88E-05,
BJP76_RS17030,1.129871544,3.234939377,0.000743795,0.001946323,
BJP76_RS03570,1.129627485,7.842472212,2.00E-07,1.08E-06,
BJP76_RS23545,1.127670435,7.494959649,0.000561725,0.001502027,
BJP76_RS21070,1.124391526,4.790775087,7.47E-08,4.40E-07,
BJP76_RS19285,1.123609048,7.298803571,2.46E-08,1.60E-07,
BJP76_RS15330,1.123099494,6.740773758,2.49E-08,1.62E-07,
BJP76_RS15200,1.118588372,8.898206565,3.24E-06,1.41E-05,
BJP76_RS06220,1.117878819,6.52187795,7.70E-07,3.73E-06,
BJP76_RS15685,1.11578326,4.804018668,1.45E-05,5.54E-05,
BJP76_RS20050,1.111024142,6.280015278,9.09E-05,0.000292188,
BJP76_RS00790,1.107973279,4.726537565,3.79E-05,0.000131365,
BJP76_RS21810,1.106708374,8.549525208,0.000417016,0.00114146,
BJP76_RS07850,1.104638303,10.7098749,3.91E-05,0.000135163,
BJP76_RS11485,1.10447704,7.344762017,2.86E-07,1.51E-06,
BJP76_RS16915,1.103872672,10.43702531,8.98E-07,4.30E-06,
BJP76_RS20460,1.103357465,7.656116408,1.33E-09,1.08E-08,
BJP76_RS21680,1.102629662,6.33732972,0.03447444,0.059318762,
BJP76_RS05305,1.101962758,5.260968443,0.0037327,0.008224234,
BJP76_RS09345,1.100882671,6.259026723,4.29E-05,0.000147335,
BJP76_RS07315,1.100764008,6.824018358,0.000527808,0.001423785,
BJP76_RS21175,1.10042263,6.388175984,0.000125926,0.000389796,
BJP76_RS16005,1.099311343,8.434362395,0.001070445,0.002702725,
BJP76_RS15335,1.097219535,6.841466646,1.07E-05,4.23E-05,
BJP76_RS13460,1.093300205,5.794631736,0.022048433,0.040046391,
BJP76_RS08540,1.09269824,5.62563932,4.28E-07,2.18E-06,
BJP76_RS20185,1.088013077,7.597692629,7.30E-08,4.32E-07,
BJP76_RS15005,1.087666802,-0.806171154,0.193524754,0.261928382,
BJP76_RS12760,1.087181628,5.491059347,2.72E-08,1.75E-07,
BJP76_RS23405,1.086081572,7.145158643,0.00105806,0.002673881,
BJP76_RS15960,1.084380584,7.213552177,3.71E-06,1.59E-05,
BJP76_RS07555,1.084359411,5.776149204,0.000194984,0.000578466,
BJP76_RS09770,1.084111764,9.224800303,7.51E-05,0.000245523,
BJP76_RS16910,1.082154675,8.432631649,2.31E-06,1.03E-05,
BJP76_RS11785,1.082138033,11.17180544,0.011061914,0.0216139,
BJP76_RS21805,1.081881629,7.50206236,1.17E-05,4.58E-05,
BJP76_RS22720,1.080867253,7.378280951,1.17E-05,4.56E-05,
BJP76_RS15295,1.080740214,10.03413074,5.85E-08,3.51E-07,
BJP76_RS13545,1.080627442,5.920202213,2.29E-05,8.38E-05,
BJP76_RS05005,1.077061389,6.498358785,2.44E-08,1.59E-07,
BJP76_RS15970,1.076456989,6.447027053,0.001046599,0.002648146,
BJP76_RS19465,1.074839405,8.883375236,0.00027443,0.000790072,
BJP76_RS08105,1.072882026,8.088645281,4.62E-07,2.33E-06,
BJP76_RS10670,1.072664113,2.29480893,0.002796229,0.00634375,
BJP76_RS20010,1.071707855,7.455055058,2.46E-06,1.09E-05,
BJP76_RS15170,1.070319322,5.581106731,0.00147099,0.003551781,
BJP76_RS21370,1.06898245,6.71652201,0.001935099,0.004544245,
BJP76_RS14505,1.066632128,5.591850354,7.55E-05,0.000246397,
BJP76_RS05970,1.066127856,6.357049921,5.16E-07,2.58E-06,
BJP76_RS09660,1.063089194,9.451743016,8.24E-07,3.97E-06,
BJP76_RS19470,1.061278765,6.776910325,0.000160927,0.000488256,
BJP76_RS07350,1.058307193,2.731733169,0.049879981,0.081658203,
BJP76_RS10505,1.057525061,7.190014517,0.007078762,0.014492673,
BJP76_RS08505,1.057431416,7.645643181,5.79E-05,0.000193203,
BJP76_RS21100,1.05738441,5.795324135,0.001626241,0.003878516,
BJP76_RS07670,1.054178469,4.885336253,0.029090803,0.051060979,
BJP76_RS17735,1.053766956,5.122085824,1.07E-06,5.07E-06,
BJP76_RS16665,1.053595216,5.275314155,0.016550672,0.031035228,
BJP76_RS06655,1.051862143,4.18887092,0.00017937,0.00053633,
BJP76_RS18945,1.05127565,10.78226863,4.51E-05,0.000153448,
BJP76_RS16000,1.04935626,6.904488932,0.000105427,0.000333332,
BJP76_RS15315,1.044877404,7.152545459,0.000653061,0.001726841,
BJP76_RS02045,1.04449545,0.812730043,0.008119194,0.01634914,
BJP76_RS03390,1.042236521,8.525807858,0.003080965,0.006927317,
BJP76_RS11790,1.03724137,5.572321493,0.001216367,0.003020455,
BJP76_RS22495,1.033453891,3.454885894,0.000408756,0.001123882,
BJP76_RS10135,1.033245363,6.3948283,6.43E-10,5.50E-09,
BJP76_RS04865,1.032275059,9.186819138,0.001124847,0.002822668,
BJP76_RS14040,1.031646845,6.179085135,1.23E-06,5.73E-06,
BJP76_RS22855,1.028223729,11.70214121,1.96E-05,7.23E-05,
BJP76_RS21725,1.027962692,5.2958571,1.69E-05,6.35E-05,
BJP76_RS04385,1.027667888,8.592085039,1.92E-06,8.66E-06,
BJP76_RS00030,1.027429832,10.33040033,4.74E-07,2.38E-06,
BJP76_RS16730,1.02610442,4.824920003,6.80E-06,2.79E-05,
BJP76_RS11515,1.024126027,7.81876261,1.84E-05,6.86E-05,
BJP76_RS00275,1.023683165,5.25487778,6.82E-07,3.33E-06,
BJP76_RS15245,1.020361706,8.302359722,0.002998387,0.00675584,
BJP76_RS07190,1.019838517,2.768423835,0.000111058,0.000348819,
BJP76_RS22345,1.01951532,5.411915982,2.60E-05,9.41E-05,
BJP76_RS07645,1.017047918,6.453687324,2.89E-05,0.000103276,
BJP76_RS00780,1.016144365,2.685260185,0.001230659,0.003050639,
BJP76_RS06965,1.014989053,6.148982575,6.05E-07,2.98E-06,
BJP76_RS15210,1.014514086,9.048583612,7.83E-08,4.57E-07,
BJP76_RS01395,1.012970084,7.210955831,0.000616038,0.001636017,
BJP76_RS21075,1.012633715,6.280301023,0.000313325,0.000890666,
BJP76_RS08120,1.010926791,3.594488523,0.000362564,0.001011822,
BJP76_RS06535,1.008517076,6.738173188,1.87E-05,6.93E-05,
BJP76_RS07590,1.006570501,2.393427784,9.13E-05,0.000292863,
BJP76_RS19230,1.006121016,7.990044104,0.00406961,0.008893314,
BJP76_RS04400,1.004967534,6.846925245,4.45E-06,1.88E-05,
BJP76_RS14015,1.003891366,8.94872704,4.27E-07,2.18E-06,
BJP76_RS10500,1.00193268,5.994691657,3.46E-05,0.000120999,
BJP76_RS16440,1.001924789,4.512638106,0.000212466,0.000625562,
BJP76_RS15205,1.000034797,7.752703392,4.07E-05,0.000140157,
BJP76_RS04405,0.999707671,5.243748454,6.29E-05,0.000207812,
BJP76_RS23645,0.999611798,9.103059421,3.34E-06,1.45E-05,
BJP76_RS07955,0.999310437,1.91679426,0.084469864,0.129056205,
BJP76_RS15540,0.996790036,8.828975034,2.02E-06,9.10E-06,
BJP76_RS16845,0.995863851,5.676612699,4.91E-06,2.06E-05,
BJP76_RS03910,0.993648207,4.542242595,0.001228574,0.003047235,
BJP76_RS04320,0.993278667,5.371328549,1.48E-05,5.66E-05,
BJP76_RS03210,0.991540296,7.089824207,0.000242817,0.000707144,
BJP76_RS07640,0.99105103,5.309206048,0.000411327,0.001128776,
BJP76_RS23385,0.990185524,3.535797534,0.006648135,0.01371784,
BJP76_RS18950,0.988061809,6.361667236,0.001339986,0.003277988,
BJP76_RS14990,0.985454686,0.539080172,0.013855733,0.026456911,
BJP76_RS11120,0.980948576,6.159566898,0.000164829,0.000499032,
BJP76_RS09715,0.979398351,5.49102798,7.61E-06,3.10E-05,
BJP76_RS13075,0.978974899,8.31868578,2.59E-07,1.38E-06,
BJP76_RS07635,0.978932602,6.736601421,3.56E-05,0.0001242,
BJP76_RS11655,0.975268756,5.844995943,0.000962959,0.002455288,
BJP76_RS06305,0.974035832,4.617247114,0.000145135,0.000445074,
BJP76_RS02855,0.969656963,6.627609452,0.007695642,0.015633951,
BJP76_RS22545,0.969244436,7.93653649,0.005026001,0.010709961,
BJP76_RS02585,0.967583159,5.457305919,0.062515095,0.099563662,
BJP76_RS02240,0.967521796,7.914547395,0.000116659,0.000364008,
BJP76_RS11580,0.966976878,11.82172475,8.32E-07,4.01E-06,
BJP76_RS04800,0.966582119,8.21290144,1.77E-06,8.04E-06,
BJP76_RS02825,0.965408387,6.440400551,0.002770575,0.006292219,
BJP76_RS16195,0.964770958,8.244417822,5.95E-07,2.93E-06,
BJP76_RS03495,0.964368359,2.023797782,0.001507756,0.003634406,
BJP76_RS09795,0.962327207,8.781796326,4.49E-05,0.000153019,
BJP76_RS13130,0.961868491,5.638692111,8.61E-05,0.000278192,
BJP76_RS16485,0.960192921,4.567285084,0.000132094,0.000408005,
BJP76_RS18955,0.960106859,9.809811739,4.27E-06,1.81E-05,
BJP76_RS07290,0.959968857,3.809315879,0.006375677,0.013217566,
BJP76_RS11490,0.958557181,7.58952537,1.73E-05,6.49E-05,
BJP76_RS09005,0.956944048,4.266118864,9.76E-05,0.000311188,
BJP76_RS00570,0.955644209,2.667563301,0.016431173,0.030865226,
BJP76_RS16450,0.954373649,8.227740643,3.22E-06,1.40E-05,
BJP76_RS18895,0.954203608,5.810077763,0.000835805,0.002161984,
BJP76_RS10405,0.951950125,4.7965612,0.000156473,0.000476092,
