"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124189703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97178838708652,0.822550383267351,5.27245406374397,1.13634814070717,1.67461410611192,278.348503805053,4.14742721265242,0.99698014713433,1.50829790090181,35.042316842246,1.93896525180372
"gene-LOC124189705",1.87385050982788,1.7829395859836,1.74431179922273,2.23394297637159,2.30393512118699,1.56384881960691,5.91829439490174,0,2.42457157820213,8.08994399736268,5.20260685287375,0,4.45538158115552,1.23291336194514,2.08880556875565,2.18013115669039,0.993069368874624,3.067371753187,0,1.78712483781842,3.07747702278718,0,0,0,44.8066998236245,51.6332490321248,50.9981237625758,54.8335222629373,42.0448812061654,45.2145808650219,11.4782888167032,16.5897088506097,20.9365830898209,12.0663832072145,15.5743630409982,21.3286177698409
"gene-LOC124189706",121.800283138812,84.6896303342209,120.357514146369,60.3164603620328,85.2455994839185,96.9586268156285,112.447593503133,107.07733601106,135.776008379319,97.0793279683521,86.7101142145624,76.8526089923701,114.354793916325,101.098895679502,145.171987028517,67.584065857402,100.300006256337,93.0436098466723,143.520357985095,132.247237998563,162.336912952024,124.738203769866,123.080962657236,167.280768029211,42.3626980150632,110.217127741651,114.334503274162,94.9041731473915,68.1808884424303,128.107979117562,88.9567383294498,146.542428180385,75.7704911822091,85.9729803514033,90.8504510724896,122.154810863635
"gene-LOC124189707",609.938340948974,559.84302999885,598.298947133398,574.123344927497,559.856234448438,559.857877419274,584.727486216292,611.530563440942,642.511468223565,577.419752811761,575.755158384695,519.523636788422,530.190408157507,466.041250815264,625.597267842316,475.268592158504,518.382210552554,592.002748365091,649.618462458851,568.305698426258,629.344051159978,518.972526795614,617.045892788276,568.311483436988,240.326844508532,259.159192257396,239.362161530799,267.840666438194,204.542665327291,235.283281908725,312.783370255162,342.8539829126,395.801118412329,346.908517207417,349.12530483571,362.586502087296
"gene-LOC124189708",1200.20125154476,1885.45861217766,1543.71594231212,2280.85577887539,2087.36521979541,850.73375786616,1094.88446305682,1125.50177629403,773.43833344648,1099.22114064165,1148.04191220081,1676.92392821351,1012.85674611602,1350.04013132993,559.799892426513,1085.70531603181,1112.23769313958,1885.41117095894,738.752158470647,727.359808992097,633.190897438462,531.292349390169,1076.54815337529,742.239169401135,752.752557036892,913.511329029901,769.907158738241,734.980096485909,912.487556987859,688.266397612,619.827596101973,736.85956811458,1074.74459861081,695.325332315735,960.41905419489,558.421992519472
"gene-LOC124189709",62.7739920792339,32.0929125477048,207.573104107505,51.3806884565465,93.309372408073,148.565637862657,91.1417336814869,85.6618688088479,96.9828631280853,92.0231129700005,152.60980101763,26.1298870574058,164.849118502754,94.934328869776,244.390251544411,113.3668201479,94.3415900430893,54.1902343063037,250.782941321324,241.261853105487,358.526073154706,283.355919674757,267.495958841726,260.337619118308,171.080126599294,142.984381935115,96.2383948422801,48.5065773864445,42.0448812061654,52.7503443425256,60.2610162876918,45.6216993391766,41.8731661796419,66.3651076396797,31.1487260819964,102.765158345597
"gene-LOC124189710",267.960622905386,203.25511280213,266.879705281078,260.25435674729,308.727306239056,308.078217462561,276.976177681402,306.955029898372,281.250303071447,338.766404889562,393.663918534113,341.225583926123,344.549508942693,332.886607725189,438.649169438686,309.578624250035,458.798048420076,427.387130944055,404.878483579005,362.786342077139,282.358516840724,384.994456079832,329.856979921392,371.119584700567,114.053417732862,148.942064515745,166.155177420005,105.449081274879,110.225769648596,92.1037758361558,638.479815429116,570.962479608483,702.871003729703,589.744479252608,584.038614037433,494.436139209949
"gene-LOC124189711",289.509903768407,301.316790031228,322.697682856206,319.453845621137,327.158787208552,278.36508989003,282.894472076303,304.57553354257,278.825731493245,328.653974892859,282.674972339474,308.947488149328,236.135223801242,303.296687038505,214.102570797454,257.255476489466,291.962394449139,311.849461574012,157.11702347842,200.157981835663,215.423391595103,244.856474066773,244.520845812375,214.917013229582,131.161430392792,183.695212902752,178.493433169015,222.497561489996,189.770139498098,175.834481141752,119.087246473296,123.040340642022,167.492664718567,155.354683792887,141.467130955734,127.971706619046
"gene-LOC124189712",756.098680715549,448.409305874875,620.975000523293,626.62100487223,562.160169569625,484.793134078142,555.136014241784,749.541352077419,744.343474508054,650.229248788025,530.665898993122,539.505315126438,962.362421529592,639.882034849529,1104.97814587174,649.679084693735,955.332732857388,879.313235913606,637.532537575896,550.434450048074,568.563879959931,383.454478255513,420.116352536699,453.098239231439,532.792394266372,542.149114837311,590.591175185958,642.184904964016,572.719462916415,680.730634134497,615.523237795709,598.611994359499,583.233386073583,714.933205027459,812.462605305407,674.759907627695
"gene-LOC124189713",162.088069100111,156.898683566557,170.942556323828,163.077837275126,240.76122016404,161.076428419512,175.181514089092,147.528774059683,162.446295739543,164.832608946265,142.204587311882,198.279731200315,141.087083403258,160.278737052869,124.283931340961,194.031672945444,182.724763872931,209.603736467778,149.563320426573,159.054110565839,170.799974764688,175.557471972404,185.441983736902,212.701373917937,197.964146493468,233.342567741333,228.669006548324,407.033453721034,280.677990754672,321.525908373489,272.609359396701,270.965244559958,327.00948826006,313.725963387577,289.423579845217,368.403397842707
"gene-LOC124189714",384.139354514715,427.014030843072,387.237219427447,377.536363006798,328.310754769146,422.239181293866,369.301570241869,330.749993456385,395.205167246947,343.822619887914,365.916681985454,375.040731882766,384.647943173093,330.420781001298,374.940599591639,357.541509697223,341.615862892871,360.927409625004,355.024043436814,344.915093698955,367.758504223068,352.654921769127,324.933741415103,327.914618123486,414.665640185907,373.348108386133,329.842703690208,400.706508844542,387.494715981146,407.768534838253,345.783450603184,369.121021926065,380.846416205314,437.406391261525,356.912486356209,403.304772375174
"gene-LOC124189715",3.74770101965575,6.2402885509426,5.2329353976682,3.35091446455738,5.75983780296747,9.38309291764147,5.91829439490174,4.75899271160266,12.1228578910107,2.02248599934067,5.20260685287375,6.14820871938961,7.42563596859253,6.16456680972571,6.26641670626694,6.54039347007116,7.94455495099699,4.08982900424933,9.06444366221653,5.36137451345526,4.61621553418077,1.53997782431933,1.64107950209648,4.43127862329036,0,7.94357677417305,1.6451007665347,2.10898162549759,5.68174070353586,7.53576347750365,8.6087166125274,6.91237868775403,4.98490073567165,12.0663832072145,9.08504510724896,7.75586100721489
"gene-LOC124189716",6.55847678439757,5.3488187579508,5.2329353976682,4.46788595274317,1.15196756059349,1.56384881960691,4.7346355159214,0,2.42457157820213,4.04497199868134,0,0,7.42563596859253,7.39748017167086,9.39962505940041,6.54039347007116,6.95148558212237,6.134743506374,4.53222183110826,5.36137451345526,3.07747702278718,1.53997782431933,0,2.21563931164518,99.3894068814944,93.3370270965333,111.044301741092,99.1221363983866,115.907510352132,80.3814770933723,126.261176983735,120.27538916692,150.544002217284,138.763406882967,124.594904327986,147.361359137083
"gene-LOC124189717",0,0,1.74431179922273,1.11697148818579,0,0,1.18365887898035,0,0,0,0,1.5370521798474,0,1.23291336194514,0,0,0.993069368874624,0,0,1.78712483781842,0,0,0,2.21563931164518,667.212493737245,906.560699352499,757.56890298923,420.741834286769,699.990454675618,420.328140634093,8.6087166125274,5.52990295020322,15.9516823541493,13.5746811081163,18.1700902144979,17.4506872662335
"gene-LOC124189718",5440.72495528524,6324.97818127682,5976.01222413709,6186.90507306111,6119.25168187264,4522.65078630319,4889.69482906782,4492.48911975291,3889.01281143622,4756.88707044925,4240.1245850921,5235.19972456025,5107.35241919794,4796.03297796661,4111.81376209549,5511.3715641133,4928.60327772476,6175.64179641649,3941.52225245382,4151.49099825219,4127.6660568133,3910.00369594678,4496.55783574435,4587.48119476134,5416.72267504145,6099.67401546813,4853.86981166064,5454.88097434951,6054.46289368781,4804.46787043511,6578.49427807302,7296.70694279315,9802.30880662473,9245.8661325281,8416.64536007279,7633.70619635126
"gene-LOC124189719",11.2431030589673,3.5658791719672,6.97724719689094,10.0527433936721,4.60787024237397,3.12769763921382,9.46927103184279,26.1744599138146,19.3965726256171,6.06745799802201,19.0762251272037,7.68526089923701,5.94050877487402,6.16456680972571,11.4884306281561,2.18013115669039,8.93762431987162,5.11228625531167,6.04296244147769,17.8712483781842,10.7711695797551,4.61993347295799,6.56431800838592,15.5094751815162,16.2933453904089,7.94357677417305,13.1608061322776,17.9263438167295,12.4998295477789,23.4445974855669,10.0435027146153,11.0598059004064,5.98188088280598,9.04978740541087,18.1700902144979,11.6337915108223
"gene-LOC124189720",297.005305807719,383.332010986474,334.907865450765,291.529558416492,300.663533314902,312.769763921382,432.035490827827,418.791358621034,523.707460891661,410.564657866156,417.942750514191,474.949123572847,448.508412502989,316.858734019902,362.407766179105,364.081903167295,455.818840313452,339.455807352695,404.878483579005,430.697085914239,343.13868804077,414.2540347419,331.498059423489,357.825748830696,232.994839082848,265.116874838025,231.136657698126,281.549047003928,270.450857488307,298.918617940978,179.348262760988,199.076506207316,142.568161040209,180.995748108217,189.488083665478,178.384803165942
"gene-LOC124189721",4956.33459849474,4904.86680104088,4575.32984936123,4624.26196108918,4475.39397290572,5334.28832367917,6054.41516598448,5644.16535596076,4926.72944690673,5653.85961115684,5493.95283663468,5519.55437783202,4554.88510313466,4365.74621464775,4851.25093343499,5629.09864657458,4457.88839687819,4324.99417199367,4773.94032876737,5066.49891521522,5440.21000703204,5570.09979056302,5507.46280903578,5891.38492966453,4922.21964244254,4810.82868385855,4117.68721863636,4201.09139799119,4778.34393167366,4810.3290198065,3331.57332904811,3583.37711173169,4246.13844664511,4340.88135879541,3623.63513420558,3713.11845720413
"gene-LOC124189722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18013115669039,0,0,0,0,0,0,0,0,107.536079576699,81.4216619352737,31.2569145641593,37.9616692589566,102.271332663646,106.337995738107,0,258.522962922001,11.963761765612,57.3153202342688,10.3829086939988,95.0092973383824
"gene-LOC124189723",0,1.7829395859836,0,2.23394297637159,4.60787024237397,0,0,0,0,1.01124299967033,3.4684045685825,0,1.48512719371851,0,1.04440278437782,0,0,0,4.53222183110826,0,0,0,0,0,50.5093707102677,31.7743070966922,43.5951703131696,48.5065773864445,34.0904442212152,30.1430539100146,0,1.38247573755081,2.99094044140299,1.50829790090181,1.29786358674985,0
"gene-LOC124189724",164.898844864853,193.44894507922,155.243750130823,188.768181503399,223.481706755138,161.076428419512,156.242972025406,159.426255838689,155.172581004936,170.900066944287,180.35703756629,169.075739783214,191.581407989687,167.676217224539,160.838028794185,194.031672945444,164.849515233188,206.536364714591,179.778132633961,173.351109268387,164.645020719114,149.377848958975,136.209598674008,158.41821078263,211.813490075316,196.603525160783,197.412091984164,183.48140141829,188.633791357391,174.15986703564,199.435268190218,189.39917604446,253.23295737212,206.636812423548,176.50944779798,168.689976906924
"gene-LOC124189725",27.1708323925042,7.1317583439344,29.6533005867865,16.7545723227869,17.2795134089024,39.0962204901728,28.4078130955284,16.6564744906093,24.2457157820213,20.2248599934067,38.1524502544075,13.8334696186266,49.0091973927107,11.0962202575063,44.9093197282464,30.5218361936654,37.7366360172357,18.404230519122,49.8544401421909,28.5939974050947,37.6990935291429,36.9594677836639,26.2572720335437,34.3424093305003,41.5480307455428,38.7249367740936,35.3696664804961,15.8173621912319,13.6361776884861,16.7461410611192,51.6522996751644,26.2670390134653,61.8127691223285,49.7738307297598,36.3401804289958,60.1079228059154
"gene-LOC124189726",1001.573097503,1125.92634854864,1015.18946714763,1179.5218915242,1153.11952815409,1057.16180205427,826.193897528284,804.26976826085,780.712048181086,876.74768071418,945.140244938731,1042.12137793654,907.412715362007,902.492580943844,778.080074361478,1059.54374215153,895.748570724911,1140.0398349345,778.031414340252,831.013049585566,869.387258937378,916.286805470001,1114.29298192351,858.560233262507,553.159076004383,556.050374192113,558.511710238531,560.989112382358,527.265537288128,495.685775409129,634.175457122852,591.699615671745,896.285152273763,785.823206369844,625.570248813428,692.210594893929
"gene-LOC124189727",31.8554586670739,1.7829395859836,118.613202347146,71.4861752438907,81.789696802138,103.214022094056,66.2848972228995,145.149277703881,138.200579957522,87.9781409713191,166.48341929196,170.612791963062,89.1076316231104,240.418105579303,152.482806519162,21.8013115669039,4.96534684437312,37.8309182893063,145.031098595464,221.603479889484,30.7747702278718,169.397560675126,142.773916682394,110.781965582259,57.0267088664312,33.7602012902355,89.6579917761413,67.4874120159228,65.908192161016,51.9130372894696,101.869813248241,143.777476705284,1.99396029426866,82.9563845495996,66.1910429242424,32.9624092806633
"gene-LOC124189728",121.800283138812,69.5346438533604,81.9826545634685,189.885152991585,171.643166528431,128.235603207767,118.365887898035,147.528774059683,140.625151535724,134.495318956155,163.015014723377,146.019957085503,80.1968684607993,54.2481879255863,140.994375891006,156.969443281708,145.98119722457,181.997390689095,126.902211271031,91.1433667287395,75.3981870582859,113.95835899963,83.6950546069204,138.477456977824,438.290991002,321.714859354008,322.439750240802,497.719663617431,301.132257287401,582.765708926949,222.391845823625,189.39917604446,190.423208102657,273.001920063228,334.848805381462,343.196849569259
"gene-LOC124189729",1.87385050982788,0,0,1.11697148818579,0,0,1.18365887898035,0,0,1.01124299967033,0,0,0,0,0,0,0,1.02245725106233,0,0,0.769369255696795,0,3.28215900419296,0,0,0,9.04805421594086,1.05449081274879,1.13634814070717,4.18653526527981,0,17.9721845881605,8.97282132420897,12.0663832072145,9.08504510724896,19.3896525180372
"gene-LOC124189730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05449081274879,0,0,1.4347861020879,2.76495147510161,0,0,1.29786358674985,0
"gene-LOC124189731",713.000118989507,998.446168150815,858.201405217585,1307.97361266556,1089.76131232144,530.144749846743,630.890182496526,711.469410384598,460.668599858405,685.622753776487,612.173406354811,873.045638153324,640.089820492676,740.980930529031,396.873058063573,719.443281707828,683.231725785741,1098.11908764095,447.179220669349,534.350326507708,450.081014582625,317.235431809782,636.738846813434,496.30320580852,759.269895193056,1037.62971612635,852.984747448243,895.262700023726,1007.94080080726,756.925575962589,648.523318143731,732.712140901927,1093.68722140636,648.568097387779,1046.07805092038,601.079228059154
"gene-LOC124189732",118.052582119156,159.573092945532,134.312008540151,155.259036857825,196.986452861487,137.618696125408,131.386135566819,130.872299569073,118.804007331904,158.765150948243,97.1153279203099,136.797644006419,130.691193047229,131.92172972813,99.2182645158932,139.528394028185,137.043572904698,179.952476186971,104.24110211549,94.7176164043763,107.711695797551,127.818159418504,129.645280665622,125.183621107953,104.277410498617,140.998487741572,136.54336362238,182.426910605541,154.543347136175,150.715269550073,91.8263105336256,94.0083501534548,127.613458833194,114.630640468538,118.105586394236,102.765158345597
"gene-LOC124189733",232.357463218657,79.3408115762701,615.742065125625,191.002124479771,329.462722329739,442.569215948756,253.303000101795,556.802147257511,817.080621854118,287.193011906375,626.047024629141,73.7785046326753,877.710171487637,360.010701687982,989.049436805799,311.758755406725,347.574279106118,94.0660670977346,800.692523495793,818.503175720837,450.081014582625,534.372305038807,470.989817101689,674.662170395957,505.908374372197,493.494707095501,609.509834001107,255.186776685208,285.2233833175,271.287485190132,373.044386542854,284.790001935466,265.196719137732,330.317240297497,225.828264094474,343.196849569259
"gene-LOC124189734",28.1077576474182,26.744093789754,43.6077949805684,20.1054867873443,26.4952538936504,32.8408252117451,44.9790374012533,40.4514380486226,58.1897178768512,29.3260469904397,22.5446296957862,43.0374610357272,34.1579254555256,46.8507077539154,61.6197642782916,13.0807869401423,22.8405954841164,16.3593160169973,51.3651807525603,33.95537191855,66.1657559899243,38.4994456079832,32.8215900419296,35.4502289863229,27.6986871636952,41.7037780644085,75.6746352605963,89.6317190836475,68.1808884424303,109.687223950331,100.435027146153,111.980534741615,40.8761860325075,90.4978740541087,79.1696787917409,96.9482625901861
"gene-LOC124189735",20.6123556081067,5.3488187579508,36.6305477836774,12.2866863700437,13.8236107271219,32.8408252117451,29.5914719745087,16.6564744906093,16.9720010474149,24.269831992088,20.810427411495,24.5928348775584,25.2471622932146,19.7266137911223,25.0656668250678,17.4410492535231,23.833664852991,16.3593160169973,24.1718497659107,33.95537191855,30.005400972175,24.6396451891093,21.3340335272542,29.9111307072099,13.8493435818476,17.8730477418894,14.8059068988123,25.3077795059711,13.6361776884861,22.607290432511,37.3044386542854,27.6495147510161,8.97282132420897,28.6576601171344,23.3615445614973,25.2065482734484
"gene-LOC124189736",396.319382828596,395.812588088359,394.214466624338,465.777110573476,484.978343009861,458.207704144825,355.097663694105,423.550351332637,378.233166199533,394.384769871431,376.321895691201,405.781775479714,365.341289654752,343.982827982695,339.430904922793,340.1004604437,343.60200163062,404.893071420684,382.217374423464,343.127968861137,410.073813286392,463.533325120118,557.967030712803,444.235681984858,320.978904191056,314.764229676607,301.053440275851,549.389713442122,342.040790352859,468.054642658282,258.261498375822,317.969419636685,317.039686788717,351.433410910122,317.976578753714,370.342363094511
"gene-LOC124189737",1043.73473397413,1156.23632151036,1128.56973409711,1315.79241308286,1307.48318127362,1036.83176739938,1072.3949443562,1056.49638197579,1008.62177653209,1120.45724363473,1108.15525966211,1138.95566526692,899.987079393415,1139.21194643731,851.188269267926,1039.92256174131,1087.41095891771,1187.07286848337,924.573253546086,991.854284989224,983.253908780504,903.966982875447,1115.93406142561,1137.7307865298,553.973743273903,769.533999998014,705.748228843387,820.393852318562,774.989431962292,590.301472404453,700.175617818895,745.154422539884,905.257973597972,787.331504270746,816.356196065656,785.280926980508
"gene-LOC124189738",1147.73343726958,1727.66845881811,1386.72788038207,1043.25136996553,1065.56999354898,1027.44867448174,936.274173273456,928.003578762519,899.516055512991,901.017512706268,1186.19436245521,817.711759678818,1003.94598295371,957.973682231376,955.628547705708,954.897446630389,928.519859897773,847.617061130674,821.842892040965,847.097173125932,1020.95300230965,857.767648145867,840.232705073397,901.765199839588,765.787233349219,800.315359997935,704.92567846012,566.261566446102,703.39949909774,578.579173661669,513.653424547468,587.552188459092,695.892142699762,654.601288991386,491.890299378194,746.501621944433
"gene-LOC124189739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7680397883494,21.8448361289759,36.1922168637634,28.4712519442174,28.4087035176793,22.607290432511,0,0,0,0,0,0
"gene-LOC124189740",0.936925254913939,0,0,2.23394297637159,0,1.56384881960691,0,0,0,1.01124299967033,0,0,0,0,0,2.18013115669039,0,0,0,0,0,0,0,0,58.6560434054721,91.3511329029901,64.9814802781207,51.6700498246909,57.9537551760658,56.0995725547494,0,0,0,1.50829790090181,0,0
"gene-LOC124189741",948.168357972906,882.555095061881,1029.14396154141,854.483188462131,950.373237489632,1171.32276588558,1003.74272937534,1087.42983460121,1013.47091968849,1037.53531766176,905.253592400032,914.546047009204,889.591189037385,775.502504663495,985.916228452665,991.959676294126,1087.41095891771,939.638213726284,1000.11028406456,956.111788232855,1295.6178265934,1090.30429961809,1140.55025395705,1244.08147348877,415.480307455428,559.029215482428,518.206741458431,465.030448422218,518.174752162471,551.785347963879,490.696846914062,557.137722232975,623.112591958956,533.937456919241,533.421934154189,767.830239714274
"gene-LOC124189742",15.927729333537,17.829395859836,27.9089887875638,14.5206293464153,16.1275458483089,39.0962204901728,28.4078130955284,30.9334526254173,60.6142894550533,27.303560991099,24.2788319800775,9.22231307908441,44.5538158115552,23.4253538769577,58.4865559251581,32.7019673503558,12.9099017953701,13.2919442638103,49.8544401421909,39.3167464320053,54.6252171544724,64.6790686214119,36.1037490461225,40.9893272654358,147.454775783201,131.069016773855,103.641348291686,56.9425038884349,37.4994886433367,67.8218712975329,93.2610966357135,117.510437691818,70.7855904465374,82.9563845495996,46.7230891229946,178.384803165942
"gene-LOC124189743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4347861020879,0,0.99698014713433,0,0,0
"gene-LOC124189744",531.236619536203,475.153399664629,613.997753326403,498.169283730864,585.199520781495,559.857877419274,474.64721047112,518.73020556469,579.47260719031,549.104948820992,306.953804319551,502.6160628101,375.737180010782,606.59337407701,433.427155516797,385.883214734198,459.791117788951,598.137491871465,495.52292020117,498.607829751339,615.495404557436,568.251817173833,630.174528805048,627.025925195586,238.697509969491,313.771282579835,352.874114421694,427.068779163262,354.540619900638,389.347779671022,350.087808909448,399.535488152183,454.622947093255,319.759154991184,420.507802106952,399.426841871567
"gene-LOC124189745",37.4770101965576,2.6744093789754,120.357514146369,120.632920724066,119.804626301723,147.00178904305,73.3868504967816,221.293161089524,305.496018853469,111.236729963737,228.914701526445,284.354653271769,103.958903560295,249.048499112919,281.988751782012,21.8013115669039,2.97920810662387,84.8639518381736,187.331835685808,266.281600834945,78.4756640810731,160.15769372921,165.749029711744,130.722719387066,162.933453904089,147.949117418973,282.957331843969,247.805340995967,195.451880201634,302.267846153202,410.34882519714,634.55636353582,4.98490073567165,288.084899072246,221.934673334225,141.544463381672
"gene-LOC124189746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07333634760223,10.9224180644879,8.22550383267351,5.27245406374397,6.81808884424303,9.21037758361557,111.913315962856,4.14742721265242,4.98490073567165,0,280.338534737968,0
"gene-LOC124189747",32.7923839219879,35.658791719672,47.0964185790138,31.2752016692022,28.7991890148373,35.9685228509589,39.0607430063515,23.7949635580133,16.9720010474149,36.4047479881321,27.74723654866,27.6669392372532,32.6727982618071,23.4253538769577,33.4208891000903,34.8820985070462,33.7643585417372,48.0554907999297,46.8329589214521,32.1682470807316,53.8558478987756,29.2595786620673,22.9751130293507,43.204966577081,79.0227251434833,115.181863225509,83.9001390932698,72.7598660796668,95.4532438194025,84.5680123586521,60.2610162876918,73.2712140901927,67.7946500051344,66.3651076396797,66.1910429242424,69.802749064934
"gene-LOC124189748",0,0,0,0,1.15196756059349,0,0,0,0,1.01124299967033,0,0,0,0,0,0,0,2.04491450212467,0,0,0,0,0,0,0.814667269520446,0,1.6451007665347,2.10898162549759,0,0.837307053055961,1.4347861020879,1.38247573755081,0,1.50829790090181,1.29786358674985,1.93896525180372
"gene-LOC124189749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814667269520446,1.98589419354326,0.822550383267351,1.05449081274879,0,0.837307053055961,0,0,0,0,0,0
"gene-LOC124189750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13634814070717,0,0,0,0,0,0,0
"gene-LOC124189751",1044.67165922904,1126.81781834163,1088.45056271499,1209.68012170521,1115.1045986545,1030.57637212095,1035.70151910781,980.352498590148,851.024623948948,1015.28797166902,997.166313467468,1062.10305627455,968.302930304466,1092.3612386834,847.010658130415,1090.06557834519,884.82480766729,1165.60126621106,921.551772325347,997.215659502679,1013.25930975268,945.546384132069,1115.93406142561,1050.21303371981,792.671253243394,1042.59445161021,803.631724452202,985.948909920122,995.440971259483,834.795131896794,906.784816519553,1042.38670611331,1193.38523611979,1073.90810544209,1034.39727863963,1074.18674949926
"gene-LOC124189752",498.444235614215,442.169017323933,453.521067797911,564.070601533825,478.0665376463,456.643855325218,369.301570241869,337.888482523789,332.166306213692,407.530928867145,393.663918534113,393.485358040935,421.776123016056,353.846134878256,394.784252494817,416.405050927864,366.442597114736,402.848156918559,475.883292266368,332.405219834226,415.459398076269,514.352593322656,546.479474198127,422.079288868406,549.085739656781,513.353649030933,544.528353722986,512.482534995914,457.94830070499,458.844265074667,440.479333340986,442.392236016258,493.505172831493,485.671924090383,388.061212438205,556.483027267668
"gene-LOC124189753",22693.2665992705,20251.5192873947,23933.7021971351,16120.1325174974,19893.327803889,20716.3053133327,26928.2394968029,28223.2062761596,28447.4983270456,25050.5115878335,23625.0377188997,22155.0701203204,25916.9546575816,23824.8178062279,26005.6293310078,18548.5558811218,24466.2500409641,17802.0031982463,27711.5150160063,27639.6727416997,26301.6573752506,22639.2139953185,21680.3013021966,24414.1295750182,14653.4201768643,19563.0437005947,19274.8231311038,16935.1224527456,17941.8007936255,17944.3274540423,38808.0944892735,36978.461028009,29413.9052809041,31917.0918809832,36155.8837996774,30922.6178357658
"gene-LOC124189754",418.805588946531,226.433327419917,643.651053913189,201.054867873443,431.98783522256,896.08537363476,428.484514190886,371.201431505008,572.198892455703,422.6995738622,473.437223611511,153.70521798474,594.050877487402,321.790387467682,944.140117077552,412.044788614483,212.51684493917,160.525788416786,1019.74991199936,580.815572290987,1306.38899617316,980.965874091413,530.068679177163,643.643220032924,89.6133996472491,44.6826193547234,54.2883252956452,39.0161600717054,10.2271332663646,39.3534314936302,140.609038004614,299.997235048525,92.7191536834927,227.752983036174,54.5102706434937,445.962007914856
"gene-LOC124189755",779.521812088397,685.540270810694,873.90021141059,717.095695415279,779.882038521795,819.456781474021,888.927818114242,835.203220886267,880.119482887374,803.938184737916,861.898535292751,779.285455182633,666.822109979609,740.980930529031,718.549115651942,765.226035998326,659.39806093275,619.609094143774,841.482519975768,893.56241890921,868.617889681681,859.307625970186,749.973332458091,744.45480871278,526.275056110208,685.133496772425,669.556011979624,631.639996836528,639.764003218138,638.027974428643,1146.39409556823,1123.95277462881,951.119060366151,1021.11767891053,940.951100393642,1080.00364525467
"gene-LOC124189756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189757",0.936925254913939,536.664815381063,1.74431179922273,0,1.15196756059349,150.129486682263,803.704378827657,54.7284161834306,370.959451464926,671.465351781102,260.130342643687,33.8151479566428,0,0,0,4.36026231338077,0,1.02245725106233,341.427377943489,148.331361538929,85.3999873823442,27.7196008377479,16.4107950209648,247.043783248437,597.965775828007,2.97884129031489,652.282453931009,1934.99064139404,788.625609650778,3380.20857318692,998.611127053179,1114.27544446595,4.98490073567165,936.652996460025,726.803608579917,688.332664390321
"gene-LOC124189758",74.9540203931151,36.5502615126638,43.6077949805684,72.6031467320765,73.7259238779836,28.1492787529244,44.9790374012533,71.3848906740399,84.8600052370746,49.5509069838464,41.62085482299,32.2780957767954,51.9794517801477,36.9874008583543,131.594750831606,56.6834100739501,84.410896354343,88.953780842423,45.3222183110826,19.6583732160026,30.7747702278718,29.2595786620673,13.1286360167718,54.2831631353069,57.0267088664312,48.6544077418099,51.8206741458431,64.3239395776764,39.772184924751,66.1472571914209,67.4349467981313,42.856747864075,67.7946500051344,58.8236181351706,80.4675423784908,67.8637838131303
