"genotype1_cntrl_rep1","genotype1_cntrl_rep2","genotype1_cntrl_rep3","genotype1_treat_rep1","genotype1_treat_rep2","genotype1_treat_rep3","genotype2_cntrl_rep1","genotype2_cntrl_rep2","genotype2_cntrl_rep3","genotype2_treat_rep1","genotype2_treat_rep2","genotype2_treat_rep3","genotype3_cntrl_rep1","genotype3_cntrl_rep2","genotype3_cntrl_rep3","genotype3_treat_rep1","genotype3_treat_rep2","genotype3_treat_rep3","genotype4_cntrl_rep1","genotype4_cntrl_rep2","genotype4_cntrl_rep3","genotype4_treat_rep1","genotype4_treat_rep2","genotype4_treat_rep3","genotype5_cntrl_rep1","genotype5_cntrl_rep2","genotype5_cntrl_rep3","genotype5_treat_rep1","genotype5_treat_rep2","genotype5_treat_rep3","genotype6_cntrl_rep1","genotype6_cntrl_rep2","genotype6_cntrl_rep3","genotype6_treat_rep1","genotype6_treat_rep2","genotype6_treat_rep3"
"gene-LOC124189759",321.365362435481,245.154193072745,388.98153122667,260.25435674729,297.207630633121,353.429833231162,471.096233834179,399.755387774624,499.461745109639,422.6995738622,433.550571072812,370.429575343224,372.766925623345,310.694167210176,373.896196807261,259.435607646156,328.705961097501,211.648650969903,397.324780527158,503.969204264795,458.54407639529,486.632992484908,472.630896603786,453.098239231439,190.632141067784,220.434255483302,287.892634143573,321.619697888382,248.860242814871,329.898978904049,331.435589582305,319.351895374236,206.374890456806,327.300644495693,342.635986901961,267.577204748914
"gene-LOC124189760",2073.41558912455,1061.74052345323,3896.79255946359,1688.86089013692,2541.24043866925,4481.99071699341,2338.90994486517,3519.27511023017,4589.71399753664,2290.46539425331,4089.24898635876,1263.45689183456,3852.4199405058,1892.52201058579,4810.51922484425,2286.95758336822,1917.6169512969,776.045053556311,5376.72583230477,4784.13319083991,5453.28928437888,5058.827152889,3506.98689598018,4306.0950021824,144.196106705119,69.5062967740142,119.269805573766,92.7951915218939,31.8177479398008,95.4530040483796,163.565615638021,973.262919235767,126.61647868606,392.157454234471,192.083810838978,730.989899930003
"gene-LOC124189761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189762",816.061897030041,569.64919772176,975.070295765509,663.481063982361,816.745000460787,1276.10063679924,1143.41447709502,1018.42444028297,1386.85494273162,1050.68147665748,1123.76308022073,885.342055592103,775.23639512106,731.11762363347,1075.73486790916,954.897446630389,828.219853641436,729.012020007444,1255.42544721699,970.408786935403,1152.5151450338,1345.94061845509,1109.36974341722,1219.70944106067,1549.49714662789,1270.97228386769,1719.13030102876,1210.55545303562,1188.6201551797,1963.48503941623,1751.87383064933,1761.27408963973,892.297231685225,1761.69194825332,1685.92479918806,2307.36864964643
"gene-LOC124189763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97178838708652,3.2902015330694,26.3622703187199,2.27269628141434,21.769983379455,0,0,0,1.50829790090181,0,0
"gene-LOC124189764",687.703137106831,644.532660333071,760.519944461112,598.696717667585,625.518385402267,636.486469580013,646.27774792327,602.012578017737,606.142894550533,617.869472798575,476.905628180093,487.245541011626,643.060074880113,701.527702946786,737.348365770743,444.746755964839,595.841621324774,650.282811675644,563.506247667794,514.691953291705,707.050345985354,463.533325120118,564.531348721189,521.78305789244,307.944227878729,482.572289031013,494.352780343678,545.171750191127,384.085671559024,488.987318984681,558.131793712193,573.727431083584,655.015956667255,505.279796802107,497.081753725193,601.079228059154
"gene-LOC124189765",0,0,0,1.11697148818579,0,0,2.3673177579607,0,0,0,0,0,0,0,0,0,0,0,1.51074061036942,0,0,0,1.64107950209648,1.10781965582259,4.88800361712268,2.97884129031489,2.46765114980205,1.05449081274879,5.68174070353586,3.34922821222385,1.4347861020879,0,0,1.50829790090181,1.29786358674985,3.87793050360744
"gene-LOC124189766",11.2431030589673,5.3488187579508,6.97724719689094,4.46788595274317,6.91180536356096,10.9469417372484,0,2.37949635580133,4.84914315640426,2.02248599934067,10.4052137057475,1.5370521798474,4.45538158115552,3.69874008583543,3.13320835313347,4.36026231338077,4.96534684437312,10.2245725106233,9.06444366221653,5.36137451345526,4.61621553418077,9.23986694591598,8.2053975104824,8.86255724658071,4.07333634760223,6.95062967740142,2.46765114980205,2.10898162549759,4.54539256282869,4.18653526527981,2.8695722041758,12.4422816379573,8.97282132420897,3.01659580180362,5.1914543469994,3.87793050360744
"gene-LOC124189767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07333634760223,0.992947096771631,0.822550383267351,1.05449081274879,1.13634814070717,5.02384231833577,0,0,0,0,0,0
"gene-LOC124189768",1639.61919609939,1743.71491509196,1627.44290867481,1759.23009389262,1718.73560040549,1438.74091403836,1365.94234634332,1392.00536814378,1369.8829416842,1407.65025554111,1257.29665611116,1344.92065736648,1554.92817182328,1421.54910632275,1212.55163266265,1709.22282684526,1420.08919749071,1711.59343827835,1266.00063148958,1352.85350222854,1475.65023242645,1318.22101761735,1399.8408152883,1355.97125872685,1294.50629126799,1612.54608515713,1436.99551956806,1696.67571771281,1805.6571955837,1672.10218495275,1697.35195876999,1722.5647689883,1985.98445309159,2211.16472272206,2177.81509856625,2097.96040245163
"gene-LOC124189769",102.124852785619,100.736086608073,94.1928371580277,120.632920724066,94.4613399686665,103.214022094056,89.9580748025065,78.5233797414439,87.2845768152768,108.203000964726,147.407194164756,95.2972351505389,92.0778860105474,110.962202575063,112.795500712805,141.708525184875,97.3207981497132,121.672412876418,104.24110211549,83.9948673774658,90.016202916525,110.878403350992,95.1826111215958,114.105424549727,96.1307378034126,114.188916128738,108.57665059129,110.721535338623,103.407680804353,109.687223950331,91.8263105336256,100.920728841209,120.634597803254,155.354683792887,133.679949435235,120.215845611831
"gene-LOC124189770",2.81077576474182,3.5658791719672,5.2329353976682,6.70182892911476,6.91180536356096,1.56384881960691,2.3673177579607,4.75899271160266,0,3.033728999011,1.73420228429125,4.6111565395422,1.48512719371851,3.69874008583543,4.17761113751129,6.54039347007116,2.97920810662387,3.067371753187,1.51074061036942,3.57424967563684,3.07747702278718,3.07995564863866,0,1.10781965582259,87.9840651082082,77.4498735481872,73.2069841107943,91.7407007091451,93.1805475379881,64.472643085309,0,1.38247573755081,0.99698014713433,0,2.5957271734997,3.87793050360744
"gene-LOC124189771",1203.94895256441,1138.40692565053,1154.73441108545,1215.26497914614,1210.71790618376,1376.18696125408,1129.21057054725,997.008973080758,984.376060750065,1165.9631786199,1108.15525966211,1035.97316921715,1098.99412335169,1096.05997876923,1124.82179877492,1175.09069345612,1021.86838057199,1155.37669370044,1131.5447171667,1057.97790398851,1264.07368710983,1298.2013059012,1263.63121661429,1208.63124450244,588.189768593762,628.535512256442,662.153058530218,645.348377402262,539.765366835907,582.765708926949,793.436714454609,804.600879254569,1000.96806772287,912.520230045596,768.335243355912,917.130564103161
"gene-LOC124189772",0.936925254913939,0.891469792991799,1.74431179922273,4.46788595274317,2.30393512118699,0,1.18365887898035,2.37949635580133,4.84914315640426,2.02248599934067,1.73420228429125,0,2.97025438743701,2.46582672389029,2.08880556875565,2.18013115669039,1.98613873774925,1.02245725106233,4.53222183110826,1.78712483781842,3.07747702278718,0,3.28215900419296,2.21563931164518,7.33200542568401,10.9224180644879,16.451007665347,17.9263438167295,19.3179183920219,13.3969128488954,0,0,0,0,0,0
"gene-LOC124189773",427.237916240756,451.08371525385,395.958778423561,431.150994439716,422.772094737812,386.270658442907,361.015958089006,373.580927860809,361.261165152118,332.69894689154,365.916681985454,350.447897005208,359.400780879878,363.709441773817,336.297696569659,351.001116227152,310.830712457757,456.015933973801,284.019234749451,305.59834726695,314.672025579989,297.215720093631,346.267774942357,298.003487416277,216.701493692439,169.793953547949,231.959208081393,206.680199298764,152.270650854761,173.322559982584,243.913637354943,199.076506207316,250.242016930717,212.670004027155,181.700902144979,197.77445568398
"gene-LOC124189774",1180.52582119156,1075.11257034811,1259.39311903881,832.143758698415,1164.63920376002,1201.03589345811,1292.55549584654,1392.00536814378,1355.33551221499,1260.00877758924,848.024917018421,1088.23294333196,1234.14069798008,1407.98705934135,1150.93186838436,1096.60597181526,1280.06641647939,1266.82453406623,1117.94805167337,1233.11613809471,1364.86105960611,1090.30429961809,1345.68519171911,1393.63712702482,434.217654654398,759.604529030298,679.426616578832,719.162734294678,581.810248042072,660.635264861154,718.827837146038,779.716315978655,1017.91673022415,811.464270685174,986.376325929887,992.750208923506
"gene-LOC124189775",1830.75194810184,1737.47462654102,2490.87724929006,1297.92086927189,1907.65828034283,2311.36855537901,3065.6764965591,2660.27692578589,2710.67102442998,2915.41356804958,1628.41594494948,2181.07704320346,1895.02229918481,2033.07413384754,1892.45784529262,1805.14859773964,1706.0931757266,1907.90523048231,2290.28276532004,2598.47951418798,2620.47168490328,2252.98755697918,2735.67952999483,2670.95319018826,643.587142921152,1289.83827870635,1121.1361723934,1420.39912477263,1080.66708181252,1388.25509396678,3071.8770445702,3031.76929244892,2238.22043031657,2288.08791566805,2746.27934956269,2278.28417086937
"gene-LOC124189776",461.904150672572,282.5959243784,375.027036832888,215.575497219858,266.104506497097,448.824611227183,467.545257197238,368.821935149206,387.931452512341,391.35104087242,376.321895691201,324.318009947802,398.01408791656,417.957629699403,492.958114226333,422.945444397935,368.428735852486,282.198201293204,558.974025836686,389.593214644416,520.093616851033,383.454478255513,393.859080503155,445.343501640681,432.588320115357,443.847352256919,483.659625361202,374.344238525822,356.813316182052,369.252410397679,705.914762227247,630.408936323167,775.650554470509,710.408311324753,690.463428150921,785.280926980508
"gene-LOC124189777",377.580877730317,379.766131814507,394.214466624338,355.196933243082,396.276840844162,328.408252117451,533.830154420137,492.555745650876,487.338887218628,552.138677820003,469.968819042928,430.374610357272,574.744223969062,467.274164177209,571.288323054669,490.529510255337,550.160430356542,494.869309514169,639.043278186265,528.988951994253,597.030542420713,520.512504619933,408.628796022023,500.73448443181,359.268265858517,474.62871225684,444.999757347637,409.142435346532,378.403930855488,400.23277136075,479.218558097359,463.12937207952,650.031055931583,564.103414937277,526.93261622044,544.849235756846
"gene-LOC124189778",8308.65316057681,3450.87956867126,4296.23996148559,3791.00123090258,3200.16588332873,1440.30476285796,8761.44302221254,8273.50882912123,10209.8709158092,4585.98700350497,3842.99226198941,3229.34662985939,6402.38333212048,4030.39378019867,13292.1142367766,3507.83103111483,5501.60430356542,7814.64076986941,3474.70340384967,520.053327805161,2592.0050224425,1319.76099544167,636.738846813434,2308.69616273428,11492.5111711249,9964.22411610332,8616.2152647255,8733.29291118551,5370.3813129821,9940.50933388037,4136.48833231942,3703.65250089861,4335.8666598872,3609.35687685803,4179.12074933452,4234.70010993933
"gene-LOC124189779",14.0538788237091,4.457348964959,10.4658707953364,11.1697148818579,10.3677080453414,12.5107905568553,10.6529299108231,9.51798542320532,12.1228578910107,10.1124299967033,8.67101142145624,6.14820871938961,5.94050877487402,6.16456680972571,19.8436529031786,17.4410492535231,6.95148558212237,7.15720075743633,15.1074061036942,10.7227490269105,10.0018003240583,7.69988912159665,4.92323850628944,5.53909827911295,8.96133996472491,10.9224180644879,11.5157053657429,12.6538897529855,10.2271332663646,9.21037758361557,4.3043583062637,12.4422816379573,6.97886102994031,7.54148950450906,2.5957271734997,7.75586100721489
"gene-LOC124189780",1.87385050982788,0,1.74431179922273,0,1.15196756059349,0,0,4.75899271160266,0,0,5.20260685287375,1.5370521798474,0,0,3.13320835313347,0,0,2.04491450212467,3.02148122073884,0,0.769369255696795,3.07995564863866,0,1.10781965582259,44.8066998236245,33.7602012902355,34.5471160972287,35.852687633459,36.3631405026295,36.8415103344623,0,0,0,0,0,0
"gene-LOC124189781",740.170951382012,685.540270810694,699.469031488317,745.019982619924,764.90646023408,778.796712164242,731.501187209856,789.992790126042,749.192617664459,776.634623746817,648.591654324927,642.487811176214,726.227197728349,711.391009842347,736.303962986365,848.07101995256,715.009945589729,747.416250526565,696.451421380303,614.770944209537,732.439531423349,702.229887889614,736.844696441319,826.433463243652,436.661656462959,542.149114837311,502.578284176352,666.438193657238,612.491647841166,580.253787767781,550.957863201754,576.492382558686,629.094472841762,561.086819135474,550.294160781937,539.032340001435
"gene-LOC124189782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78712483781842,0,0,0,0,7.33200542568401,3.97178838708652,6.58040306613881,5.27245406374397,3.40904442212152,10.0476846366715,0,0,0,0,0,0
"gene-LOC124189783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189784",0,0.891469792991799,3.48862359844547,4.46788595274317,2.30393512118699,0,3.55097663694105,4.75899271160266,0,2.02248599934067,0,3.0741043596948,2.97025438743701,0,2.08880556875565,0,1.98613873774925,0,0,0,0.769369255696795,3.07995564863866,1.64107950209648,2.21563931164518,0.814667269520446,1.98589419354326,0.822550383267351,1.05449081274879,1.13634814070717,0.837307053055961,0,1.38247573755081,0,0,1.29786358674985,0
"gene-LOC124189785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189786",646.478425890618,673.059693708809,634.929494917075,879.056561202219,831.720578748502,785.052107442669,697.175079719425,699.571928605591,666.757184005586,734.162417760663,825.480287322634,750.081463765532,693.554399466542,599.195893905339,612.020031645404,843.71075763918,725.93370864735,789.336997820121,672.279571614393,720.211309640824,637.037743716946,713.00973265985,769.666286483249,850.805495671749,386.966953022212,517.32543741802,473.789020761994,566.261566446102,573.855811057122,551.785347963879,579.653585243512,597.229518621948,599.185068427732,660.634480594993,581.442886863933,682.51576863491
"gene-LOC124189787",12239.0546049408,14482.8182569448,12204.9496591615,11819.7922879821,12448.1614597733,12488.8966733808,10800.8872706957,9589.37031387936,10309.2783505155,10795.0190214808,10729.50953291,11175.9063996705,12126.0635367116,12358.7235401381,12643.5401076779,11770.5281149714,11583.1611185536,14781.6644786081,11073.7286740079,10854.9962649091,12782.3008141465,10767.5249476408,12761.0342083022,11093.7060334074,9143.82543309749,8008.1183354632,8442.65713385609,7703.05538712994,7560.12418012482,7648.79992966621,11544.2889773992,10775.015898471,14078.3566576839,12671.2106654761,11958.5150883131,12287.2228006802
"gene-LOC124189788",245.474416787452,326.277944234999,347.118048045324,409.928536164186,331.766657450926,203.300346548898,226.078845885247,261.744599138146,191.541154677968,286.181768906705,256.661938075105,265.9100271136,221.283951864057,223.157318512071,185.903695619253,213.652853355658,235.357440423286,330.253692093134,194.885538737655,185.860983133116,172.338713276082,153.997782431933,177.23658622642,209.377914950469,217.516160961959,265.116874838025,186.718937001689,236.20594205573,245.451198392749,221.88636905983,117.652460371208,134.100146542428,207.371870603941,164.404471198297,180.403038558229,153.178254892494
"gene-LOC124189789",194.880453022099,168.48779087545,191.874297914501,178.715438109727,193.530550179707,172.02337015676,224.895187006266,252.226613714941,290.948589384256,273.03560991099,201.167464977785,224.409618257721,221.283951864057,182.471177567881,225.59100142561,176.590623691921,219.468330521292,157.458416663599,293.083678411668,307.385472104768,306.208963767324,343.415054823211,267.495958841726,294.680028448809,162.118786634569,199.582366451098,205.637595816838,223.552052302744,205.679013467998,252.029422969844,261.131070579998,239.168302596289,100.694994860567,180.995748108217,193.381674425728,164.812046403316
"gene-LOC124189790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC124189791",0.936925254913939,0.891469792991799,0,1.11697148818579,0,0,0,0,2.42457157820213,1.01124299967033,0,3.0741043596948,0,1.23291336194514,0,0,1.98613873774925,1.02245725106233,0,5.36137451345526,2.30810776709038,0,1.64107950209648,0,1.62933453904089,0.992947096771631,1.6451007665347,1.05449081274879,1.13634814070717,6.69845642444769,8.6087166125274,11.0598059004064,7.97584117707464,7.54148950450906,7.78718152049911,9.69482625901861
"gene-LOC124189792",0.936925254913939,0,0,0,0,0,0,4.75899271160266,0,0,1.73420228429125,0,0,0,0,0,0,0,0,0,0,0,0,1.10781965582259,6.51733815616357,7.94357677417305,9.04805421594086,3.16347243824638,6.81808884424303,7.53576347750365,0,0,0,0,1.29786358674985,0
